Data values,Data description,Year,Row,Column,Authority,Notes
-15835.39,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Total income,Cardiff,
-114078.9,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Total income,Total Unitary Authorities,
8494,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Isle of Anglesey,
16056,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Gwynedd,
8607.12,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Conwy,
8595.11,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Denbighshire,
18462.25,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Flintshire,
9129.15,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Wrexham,
11137,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Powys,
10515.36,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Ceredigion,
9628,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Pembrokeshire,
16495.95,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Carmarthenshire,
25041,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Swansea,
13023.06,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Neath Port Talbot,
11210.22,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Bridgend,
9359,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Vale of Glamorgan,
16772.61,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Rhondda Cynon Taf,
5731.75,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Merthyr Tydfil,
14231.69,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Caerphilly,
6269.45,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Blaenau Gwent,
8981,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Torfaen,
6228.36,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Monmouthshire,
12047.67,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Newport,
24484.54,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Cardiff,
270500.3,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Net current expenditure,Total Unitary Authorities,
-2105,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Isle of Anglesey,
-3038,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Gwynedd,
-3322.44,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Conwy,
-2347.33,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Denbighshire,
-2831.33,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Flintshire,
-3043.98,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Wrexham,
-2765,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Powys,
-2486.73,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Ceredigion,
-1870,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Pembrokeshire,
-3642.98,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Carmarthenshire,
-14276,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Swansea,
-3272.15,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Neath Port Talbot,
-3710.48,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Bridgend,
-2590,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Vale of Glamorgan,
-7636.55,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Rhondda Cynon Taf,
-2454.84,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Merthyr Tydfil,
-3969,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Caerphilly,
-1071.51,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Blaenau Gwent,
-3685,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Torfaen,
-1204.84,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Monmouthshire,
-3261.07,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Newport,
-17421.64,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Cardiff,
-92005.92,£ thousand,2016-17,"Total transport planning, highways, roads and transport",Grants,Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Isle of Anglesey,
610,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Gwynedd,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Conwy,
400.55,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Denbighshire,
1061.4,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Flintshire,
387.79,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Wrexham,
1548.48,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Powys,
4525.58,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Ceredigion,
105,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Pembrokeshire,
1127.09,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Carmarthenshire,
4924.87,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Swansea,
1539.41,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Neath Port Talbot,
768.24,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Bridgend,
256,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Vale of Glamorgan,
106.27,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Rhondda Cynon Taf,
268.18,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Merthyr Tydfil,
402.36,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Caerphilly,
43.07,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Torfaen,
639.76,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Monmouthshire,
616.15,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Newport,
1701.85,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Cardiff,
21032.11,£ thousand,2017-18,"Transport planning, policy and strategy",Direct spend (employee costs and running costs),Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Isle of Anglesey,
178,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Gwynedd,
56.52,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Conwy,
129.15,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Denbighshire,
544.51,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Flintshire,
18.57,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Wrexham,
291.78,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Powys,
1647,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Ceredigion,
853,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Pembrokeshire,
-253.58,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Carmarthenshire,
502.42,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Swansea,
89.1,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Neath Port Talbot,
92.3,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Bridgend,
87,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Vale of Glamorgan,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Rhondda Cynon Taf,
41.34,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Merthyr Tydfil,
315.83,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Caerphilly,
425.96,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Torfaen,
45.87,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Monmouthshire,
-42.28,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Newport,
733.12,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Cardiff,
5755.66,£ thousand,2017-18,"Transport planning, policy and strategy",Central and departmental support services costs,Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Isle of Anglesey,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Gwynedd,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Conwy,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Denbighshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Flintshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Wrexham,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Powys,
-18.2,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Ceredigion,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Pembrokeshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Carmarthenshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Swansea,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Neath Port Talbot,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Bridgend,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Vale of Glamorgan,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Rhondda Cynon Taf,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Merthyr Tydfil,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Caerphilly,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Torfaen,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Monmouthshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Newport,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Cardiff,
-18.2,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with other local authorities,Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Isle of Anglesey,
788,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Gwynedd,
56.52,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Conwy,
529.7,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Denbighshire,
1605.92,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Flintshire,
406.36,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Wrexham,
1840.26,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Powys,
6154.37,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Ceredigion,
958,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Pembrokeshire,
873.51,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Carmarthenshire,
5427.3,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Swansea,
1628.51,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Neath Port Talbot,
860.55,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Bridgend,
343,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Vale of Glamorgan,
106.27,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Rhondda Cynon Taf,
309.52,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Merthyr Tydfil,
718.19,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Caerphilly,
469.03,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Torfaen,
685.64,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Monmouthshire,
573.86,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Newport,
2434.97,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Cardiff,
26769.57,£ thousand,2017-18,"Transport planning, policy and strategy",Gross expenditure,Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Isle of Anglesey,
-156,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Gwynedd,
0,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Conwy,
-296.23,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Denbighshire,
-74.15,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Flintshire,
-41.04,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Wrexham,
-1046.44,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Powys,
-1595.74,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Ceredigion,
-402,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Pembrokeshire,
-344.86,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Carmarthenshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Swansea,
-622.59,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Neath Port Talbot,
-307.26,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Bridgend,
-69,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Vale of Glamorgan,
0,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Rhondda Cynon Taf,
-22.44,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Merthyr Tydfil,
-305.26,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Caerphilly,
-151.04,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Torfaen,
-408,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Monmouthshire,
-520.22,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Newport,
-506.02,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Cardiff,
-6868.35,£ thousand,2017-18,"Transport planning, policy and strategy","Income from sales, fees and charges",Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Isle of Anglesey,
-113,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Gwynedd,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Conwy,
-13.39,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Denbighshire,
-24.88,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Flintshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Wrexham,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Powys,
-4804,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Ceredigion,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Pembrokeshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Carmarthenshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Swansea,
-10.23,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Neath Port Talbot,
-25.3,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Bridgend,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Vale of Glamorgan,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Rhondda Cynon Taf,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Merthyr Tydfil,
-18.61,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Caerphilly,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Torfaen,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Monmouthshire,
-52.13,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Newport,
-0.15,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Cardiff,
-5061.73,£ thousand,2017-18,"Transport planning, policy and strategy",Other income (excluding joint arrangements),Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Isle of Anglesey,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Gwynedd,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Conwy,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Denbighshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Flintshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Wrexham,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Powys,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Ceredigion,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Pembrokeshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Carmarthenshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Swansea,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Neath Port Talbot,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Bridgend,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Vale of Glamorgan,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Rhondda Cynon Taf,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Merthyr Tydfil,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Caerphilly,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Torfaen,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Monmouthshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Newport,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Cardiff,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Income from joint arrangements with non-local authority bodies,Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Isle of Anglesey,
-269,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Gwynedd,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Conwy,
-309.63,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Denbighshire,
-99.03,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Flintshire,
-41.04,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Wrexham,
-1046.44,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Powys,
-6399.74,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Ceredigion,
-402,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Pembrokeshire,
-344.86,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Carmarthenshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Swansea,
-632.83,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Neath Port Talbot,
-332.57,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Bridgend,
-69,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Vale of Glamorgan,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Rhondda Cynon Taf,
-22.44,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Merthyr Tydfil,
-323.87,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Caerphilly,
-151.04,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Torfaen,
-408,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Monmouthshire,
-572.36,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Newport,
-506.18,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Cardiff,
-11930.08,£ thousand,2017-18,"Transport planning, policy and strategy",Total income,Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Isle of Anglesey,
519,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Gwynedd,
56.52,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Conwy,
220.07,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Denbighshire,
1506.89,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Flintshire,
365.32,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Wrexham,
793.82,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Powys,
-245.36,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Ceredigion,
556,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Pembrokeshire,
528.65,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Carmarthenshire,
5427.3,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Swansea,
995.68,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Neath Port Talbot,
527.97,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Bridgend,
274,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Vale of Glamorgan,
106.27,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Rhondda Cynon Taf,
287.07,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Merthyr Tydfil,
394.32,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Caerphilly,
317.99,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Torfaen,
277.64,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Monmouthshire,
1.5,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Newport,
1928.78,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Cardiff,
14839.49,£ thousand,2017-18,"Transport planning, policy and strategy",Net current expenditure,Total Unitary Authorities,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Isle of Anglesey,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Gwynedd,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Conwy,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Denbighshire,
-10,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Flintshire,
-110.21,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Wrexham,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Powys,
-210.24,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Ceredigion,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Pembrokeshire,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Carmarthenshire,
-4739.04,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Swansea,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Neath Port Talbot,
-94.46,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Bridgend,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Vale of Glamorgan,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Rhondda Cynon Taf,
-112.57,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Merthyr Tydfil,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Caerphilly,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Blaenau Gwent,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Torfaen,
0,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Monmouthshire,
-6.18,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Newport,
-39.96,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Cardiff,
-5322.7,£ thousand,2017-18,"Transport planning, policy and strategy",Grants,Total Unitary Authorities,
437,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Isle of Anglesey,
29,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Gwynedd,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Conwy,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Denbighshire,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Flintshire,
549.96,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Wrexham,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Powys,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Ceredigion,
5,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Pembrokeshire,
542.08,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Carmarthenshire,
1437.52,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Swansea,
563.99,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Neath Port Talbot,
0,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Bridgend,
68.67,£ thousand,2017-18,Total construction,Direct spend (employee costs and running costs),Vale of Glamorgan,
